initial_queue_waiting_time,algorithm,metric_type,sample_id,value
3,FP-Sched,energy_consumption,69,0.5596901043551044
3,FP-Sched,energy_consumption,70,0.8303507577965017
3,FP-Sched,energy_consumption,71,0.9405648824603003
3,FP-Sched,energy_consumption,72,436.5577037669867
3,FP-Sched,energy_consumption,73,1.8427096492189272
3,FP-Sched,energy_consumption,74,0.534190362337566
3,FP-Sched,energy_consumption,75,0.8416009225458962
3,FP-Sched,energy_consumption,76,1.0276513442419724
3,FP-Sched,energy_consumption,77,201.23232941558126
3,FP-Sched,energy_consumption,78,2.115328062367089
3,FP-Sched,energy_consumption,79,0.6100111596047012
3,FP-Sched,energy_consumption,80,0.8678039380229516
3,FP-Sched,energy_consumption,81,1.005377949845836
3,FP-Sched,energy_consumption,82,286.30103907537836
3,FP-Sched,energy_consumption,83,2.0614944703737557
3,FP-Sched,energy_consumption,84,0.5984787561073212
3,FP-Sched,energy_consumption,85,0.8831664836637592
3,FP-Sched,energy_consumption,86,1.0826544082038938
3,FP-Sched,energy_consumption,87,321.4796148082443
3,FP-Sched,energy_consumption,88,1.9622459712155915
3,FP-Sched,energy_consumption,89,0.5662468063005273
3,FP-Sched,energy_consumption,90,0.8872475109333243
3,FP-Sched,energy_consumption,91,1.095260705997026
3,FP-Sched,energy_consumption,92,117.3114544791084
3,FP-Sched,energy_consumption,93,1.8347376836303548
3,FP-Sched,energy_consumption,94,0.5551595989460981
3,FP-Sched,energy_consumption,95,0.8468046556349269
3,FP-Sched,energy_consumption,96,1.0360348974723368
3,FP-Sched,energy_consumption,97,1.4145700491701565
3,FP-Sched,energy_consumption,98,1.9509598630151643
3,FP-Sched,energy_consumption,99,0.5326353389775245
3,GCF,energy_consumption,0,140993.36167981912
3,GCF,energy_consumption,1,154546.73179271043
3,GCF,energy_consumption,2,138678.2702127172
3,GCF,energy_consumption,3,182394.77590767192
3,GCF,energy_consumption,4,137218.0255814866
3,GCF,energy_consumption,5,139394.82352628562
3,GCF,energy_consumption,6,153260.24770173023
3,GCF,energy_consumption,7,141131.08365533547
3,GCF,energy_consumption,8,182097.72504178758
3,GCF,energy_consumption,9,135757.3852857867
3,GCF,energy_consumption,10,141507.13323996292
3,GCF,energy_consumption,11,159581.6350656614
3,GCF,energy_consumption,12,140356.3582831082
3,GCF,energy_consumption,13,182215.83652232363
3,GCF,energy_consumption,14,138114.71679946905
3,GCF,energy_consumption,15,140802.44912777765
3,GCF,energy_consumption,16,155007.08654537296
3,GCF,energy_consumption,17,138415.3305484015
3,GCF,energy_consumption,18,181889.17154083197
3,GCF,energy_consumption,19,137138.29934952958
3,GCF,energy_consumption,20,139862.81544536076
3,GCF,energy_consumption,21,157709.4346372385
3,GCF,energy_consumption,22,139193.34892589092
3,GCF,energy_consumption,23,182238.14726804337
3,GCF,energy_consumption,24,136793.05667979567
3,GCF,energy_consumption,25,138736.92506079268
3,GCF,energy_consumption,26,152457.65984700006
3,GCF,energy_consumption,27,135837.97952964646
